sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,is_recid,priors_count.1,jail_time
Male,52,Greater than 45,African-American,0,0,0,5,(F3),arrest case no charge,0,5,84540
Male,64,Greater than 45,African-American,0,0,0,7,(F3),Possession of Cocaine,0,7,82680
Male,28,25 - 45,African-American,0,0,1,4,(F3),Grand Theft in the 3rd Degree,0,4,4680
Male,38,25 - 45,Hispanic,0,0,0,0,(M1),DUI Property Damage/Injury,0,0,76020
Female,63,Greater than 45,African-American,0,0,0,0,(M1),Driving Under The Influence,0,0,74520
Male,21,Less than 25,African-American,1,0,0,3,(F3),arrest case no charge,0,3,8580
Male,51,Greater than 45,African-American,0,0,0,0,(M1),Battery,0,0,8460
Male,29,25 - 45,Caucasian,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,1,4140
Male,35,25 - 45,African-American,0,0,0,2,(M1),Battery,0,2,83760
Male,30,25 - 45,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0,19440
Male,61,Greater than 45,African-American,0,0,0,5,(F3),Possession of Cocaine,0,5,14220
Male,25,25 - 45,African-American,0,0,0,0,(F3),Poss Unlaw Issue Driver Licenc,0,0,10440
Male,25,25 - 45,African-American,0,0,0,4,(F3),Felony Driving While Lic Suspd,1,4,80760
Male,26,25 - 45,African-American,0,0,0,0,(M2),Petit Theft,1,0,35700
Male,32,25 - 45,African-American,0,0,0,1,(F3),Tamper With Witness/Victim/CI,0,1,13740
Female,36,25 - 45,Caucasian,0,0,0,1,(F1),arrest case no charge,0,1,66300
Female,24,Less than 25,African-American,0,0,0,1,(F3),arrest case no charge,0,1,23520
Female,39,25 - 45,African-American,0,0,0,1,(M1),Battery,0,1,13860
Female,50,Greater than 45,African-American,0,0,0,0,(M1),Battery,0,0,70200
Male,42,25 - 45,Caucasian,0,0,0,1,(M1),Battery,0,1,65220
Female,25,25 - 45,African-American,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,1,79200
Male,26,25 - 45,African-American,0,1,0,13,(M2),Driving License Suspended,1,13,73560
Male,31,25 - 45,African-American,0,0,0,9,(F3),Poss of Methylethcathinone,0,9,77460
Male,35,25 - 45,Caucasian,0,0,1,1,(F3),Possession of Cocaine,0,1,1560
Female,39,25 - 45,African-American,0,0,0,0,(M1),Battery,0,0,71580
Female,41,25 - 45,African-American,0,0,0,4,(F3),arrest case no charge,1,4,85320
Female,40,25 - 45,African-American,0,0,0,1,(F3),Felony Driving While Lic Suspd,0,1,65940
Male,23,Less than 25,Other,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,55800
Male,34,25 - 45,Caucasian,0,0,0,0,(F2),Lewd/Lasc Battery Pers 12+/<16,0,0,21180
Male,46,Greater than 45,Caucasian,0,0,0,5,(M2),arrest case no charge,0,5,660
Male,60,Greater than 45,Caucasian,0,0,0,1,(M1),Driving Under The Influence,0,1,84240
Male,61,Greater than 45,Caucasian,0,0,0,0,(M2),Battery,0,0,86100
Female,33,25 - 45,Caucasian,0,0,0,1,(M1),Battery,0,1,61020
Male,38,25 - 45,African-American,0,0,0,0,(F3),Felony Driving While Lic Suspd,0,0,10620
Male,46,Greater than 45,African-American,0,0,0,3,(F3),Possession of Cocaine,0,3,77760
Male,30,25 - 45,African-American,0,0,1,3,(F3),Carrying Concealed Firearm,1,3,60540
Male,52,Greater than 45,Caucasian,0,0,0,3,(M2),Fail Surrender Tag/Reg/DL,0,3,75660
Male,34,25 - 45,African-American,0,0,0,9,(M1),Battery,0,9,54780
Female,50,Greater than 45,African-American,0,0,0,7,(M1),Battery,0,7,6660
Male,21,Less than 25,African-American,0,0,0,0,(F7),Burglary Dwelling Armed,0,0,13800
Male,31,25 - 45,Hispanic,0,0,0,16,(F3),Burglary Conveyance Unoccup,1,16,50820
Male,31,25 - 45,African-American,0,0,0,2,(F3),"Poss 3,4 MDMA (Ecstasy)",1,2,7320
Male,24,Less than 25,Hispanic,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,65040
Female,23,Less than 25,African-American,0,0,0,0,(M1),Battery,0,0,69780
Male,25,25 - 45,African-American,0,0,0,1,(F3),Burglary Conveyance Unoccup,0,1,80700
Female,36,25 - 45,Caucasian,0,0,0,1,(M2),Driving Under The Influence,0,1,13500
Female,31,25 - 45,African-American,0,0,0,1,(M1),Battery,0,1,67440
Female,24,Less than 25,Caucasian,0,0,0,1,(F2),arrest case no charge,0,1,4560
Male,31,25 - 45,African-American,0,0,0,13,(M1),Possess Cannabis/20 Grams Or Less,1,13,58980
Female,49,Greater than 45,Caucasian,0,0,0,1,(F2),arrest case no charge,0,1,7440
Male,60,Greater than 45,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0,8880
Male,37,25 - 45,Caucasian,0,0,0,0,(F3),Obscenity,0,0,29820
Male,30,25 - 45,African-American,0,0,0,2,(F3),arrest case no charge,0,2,57240
Female,24,Less than 25,African-American,0,0,0,0,(M1),Battery,0,0,1800
Female,32,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,69240
Female,21,Less than 25,Caucasian,0,2,0,2,(F3),Possession Of Alprazolam,0,2,77280
Female,33,25 - 45,Caucasian,0,0,0,0,(M1),Possess Cannabis/20 Grams Or Less,0,0,10620
Male,46,Greater than 45,Caucasian,0,0,0,0,(M1),Driving Under The Influence,0,0,80100
Male,36,25 - 45,Caucasian,0,0,0,4,(F3),Cruelty Toward Child,0,4,51180
Male,27,25 - 45,Caucasian,0,0,0,0,(M2),Disorderly Conduct,0,0,16860
Male,21,Less than 25,Caucasian,0,0,1,0,(M1),Battery,1,0,79920
Male,35,25 - 45,African-American,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,1,0,11280
Male,34,25 - 45,Hispanic,0,0,0,2,(F3),Use of Anti-Shoplifting Device,1,2,80100
Male,41,25 - 45,Asian,0,0,0,2,(F3),Felony Petit Theft,1,2,82560
Female,40,25 - 45,African-American,0,0,0,7,(M2),Prostitution/Lewd Act Assignation,0,7,73500
Male,23,Less than 25,African-American,0,0,0,1,(F3),Grand Theft in the 3rd Degree,1,1,79980
Male,23,Less than 25,African-American,0,0,0,3,(F3),Grand Theft in the 3rd Degree,1,3,77400
Male,28,25 - 45,African-American,0,0,0,2,(M1),Resist/Obstruct W/O Violence,1,2,74940
Male,20,Less than 25,African-American,0,0,0,2,(F3),Grand Theft in the 3rd Degree,0,2,12480
Male,21,Less than 25,Hispanic,0,0,0,0,(F3),Possession Of Alprazolam,1,0,20940
Male,37,25 - 45,Caucasian,0,0,0,1,(M1),Battery,0,1,55740
Male,46,Greater than 45,Caucasian,0,0,1,2,(M1),Possess Cannabis/20 Grams Or Less,1,2,9960
Male,22,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,6300
Male,29,25 - 45,African-American,3,0,1,4,(F2),Burglary Unoccupied Dwelling,0,4,70920
Male,29,25 - 45,Caucasian,0,0,0,0,(F3),Pos Cannabis W/Intent Sel/Del,0,0,75180
Male,42,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,14760
Male,57,Greater than 45,African-American,0,0,0,1,(F2),arrest case no charge,0,1,58860
Female,27,25 - 45,Caucasian,0,0,0,4,(F3),Possession of Cocaine,0,4,300
Male,56,Greater than 45,African-American,0,0,0,1,(F2),arrest case no charge,0,1,79500
Male,41,25 - 45,African-American,0,0,0,19,(F3),Driving While License Revoked,1,19,1200
Male,40,25 - 45,Hispanic,0,0,0,8,(F3),Possession of Cocaine,1,8,21240
Male,30,25 - 45,Hispanic,0,0,0,5,(F3),arrest case no charge,1,5,17520
Male,21,Less than 25,Caucasian,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,5640
Male,24,Less than 25,African-American,0,0,0,1,(M1),Battery,1,1,74640
Male,25,25 - 45,African-American,0,0,1,7,(F3),Att Burgl Unoccupied Dwel,0,7,66660
Female,33,25 - 45,Caucasian,0,0,0,0,(M1),Battery,0,0,52500
Male,48,Greater than 45,Caucasian,0,0,0,2,(M2),arrest case no charge,1,2,21480
Male,48,Greater than 45,Caucasian,0,0,0,2,(M2),arrest case no charge,1,2,21480
Male,33,25 - 45,African-American,0,0,0,11,(F3),"Poss 3,4 MDMA (Ecstasy)",1,11,67140
Male,25,25 - 45,Hispanic,0,0,0,0,(F3),Poss Contr Subst W/o Prescript,0,0,71940
Male,30,25 - 45,Caucasian,0,0,0,0,(F3),Possession of Ethylone,0,0,83820
Female,41,25 - 45,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0,70140
Male,52,Greater than 45,Caucasian,0,0,0,1,(M1),arrest case no charge,0,1,79320
Male,25,25 - 45,Caucasian,0,0,0,6,(F3),False Ownership Info/Pawn Item,1,6,12720
Male,58,Greater than 45,African-American,0,0,0,38,(F3),Felony Petit Theft,1,38,2280
Male,30,25 - 45,African-American,0,1,1,7,(F3),Possess Countrfeit Credit Card,1,7,63240
Male,37,25 - 45,Hispanic,0,0,0,0,(F3),Tamper With Witness/Victim/CI,1,0,71940
Male,23,Less than 25,African-American,0,0,0,2,(F7),Armed Kidnapping,0,2,73500
Male,33,25 - 45,Hispanic,0,0,0,0,(M1),DUI Property Damage/Injury,0,0,2760
Female,25,25 - 45,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,60000
Male,25,25 - 45,African-American,0,0,0,2,(F2),Dealing in Stolen Property,0,2,60060
Male,34,25 - 45,Hispanic,0,0,0,9,(F3),Tampering With Physical Evidence,0,9,76620
Female,43,25 - 45,Caucasian,0,0,0,7,(F2),Agg Battery Grt/Bod/Harm,0,7,57540
Male,32,25 - 45,Caucasian,0,0,0,0,(F3),Driving While License Revoked,0,0,5100
Male,33,25 - 45,Other,0,0,0,3,(F3),arrest case no charge,0,3,79620
Male,39,25 - 45,Other,0,1,0,4,(F3),Poss Pyrrolidinovalerophenone,1,4,1800
Male,49,Greater than 45,Caucasian,0,0,0,4,(F3),Aggravated Assault w/Firearm,0,4,56940
Male,24,Less than 25,Caucasian,0,0,0,0,(F3),Robbery W/Deadly Weapon,0,0,51480
Male,26,25 - 45,African-American,0,0,0,1,(F3),Grand Theft (Motor Vehicle),0,1,71520
Male,42,25 - 45,Caucasian,0,0,0,0,(F2),Aggrav Battery w/Deadly Weapon,0,0,69960
Male,22,Less than 25,African-American,0,0,0,1,(F2),Burglary Unoccupied Dwelling,1,1,22440
Male,36,25 - 45,Hispanic,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,15180
Male,29,25 - 45,Caucasian,0,0,1,7,(M1),Battery,1,7,61980
Male,39,25 - 45,Caucasian,0,0,0,0,(M1),Battery,0,0,3240
Male,27,25 - 45,African-American,0,2,1,13,(F3),arrest case no charge,1,13,13440
Male,38,25 - 45,Caucasian,0,0,0,2,(F3),Possession of Cocaine,1,2,63000
Male,20,Less than 25,Caucasian,0,0,0,0,(F3),Burglary Conveyance Unoccup,1,0,66360
Male,25,25 - 45,African-American,2,0,0,4,(F3),arrest case no charge,1,4,30780
Male,53,Greater than 45,Caucasian,0,0,0,0,(M1),Battery,0,0,71160
Female,27,25 - 45,African-American,0,0,0,0,(M1),Battery,1,0,70500
Male,38,25 - 45,African-American,2,0,0,10,(F3),arrest case no charge,0,10,77280
Male,60,Greater than 45,Caucasian,0,0,0,2,(F2),arrest case no charge,0,2,22080
Male,21,Less than 25,Other,0,0,0,0,(F3),Burglary Structure Unoccup,1,0,28080
Male,21,Less than 25,Other,0,0,0,0,(F3),Burglary Structure Unoccup,1,0,28080
Male,50,Greater than 45,Caucasian,0,0,0,1,(M1),Viol Injunct Domestic Violence,1,1,19920
Male,41,25 - 45,African-American,0,0,0,4,(F3),Child Abuse,0,4,82140
Male,34,25 - 45,African-American,0,0,0,4,(F2),Aggravated Battery / Pregnant,1,4,12180
Male,22,Less than 25,Caucasian,0,0,2,5,(F3),Possession Of Alprazolam,1,5,71700
Male,22,Less than 25,Caucasian,0,0,2,5,(F3),Possession Of Alprazolam,1,5,71700
Female,45,Greater than 45,Other,0,0,0,0,(M1),Retail Theft $300 1st Offense,0,0,73140
Male,29,25 - 45,African-American,0,0,1,20,(F2),arrest case no charge,0,20,9360
Male,22,Less than 25,Caucasian,0,0,2,0,(F3),Grand Theft (Motor Vehicle),1,0,80400
Male,22,Less than 25,Caucasian,0,0,2,0,(F3),Grand Theft (Motor Vehicle),1,0,80400
Male,25,25 - 45,African-American,0,0,0,2,(F3),Pos Cannabis W/Intent Sel/Del,0,2,79380
Male,42,25 - 45,African-American,0,0,0,1,(F3),Felony Driving While Lic Suspd,1,1,26220
Male,34,25 - 45,Native American,1,0,0,9,(F3),Felony Driving While Lic Suspd,0,9,24660
Female,27,25 - 45,Caucasian,0,0,0,2,(F3),Possession Of Heroin,0,2,2880
Male,51,Greater than 45,Other,0,0,0,2,(F3),arrest case no charge,0,2,11700
Male,33,25 - 45,African-American,0,0,0,23,(F3),arrest case no charge,1,23,77340
Male,24,Less than 25,African-American,0,0,1,0,(F3),Possession of Cannabis,0,0,46200
Male,37,25 - 45,African-American,0,0,0,4,(F3),arrest case no charge,0,4,83820
Male,37,25 - 45,Caucasian,0,0,0,0,(M1),Possess Cannabis/20 Grams Or Less,0,0,9420
Male,44,25 - 45,Caucasian,0,0,0,11,(F3),Resist Officer w/Violence,0,11,23280
Male,33,25 - 45,African-American,0,0,0,0,(M1),Viol Injunct Domestic Violence,0,0,54120
Male,24,Less than 25,Caucasian,0,3,2,8,(F2),Aggravated Battery / Pregnant,0,8,65820
Female,27,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,80940
Male,21,Less than 25,Other,0,0,0,0,(F2),Robbery / No Weapon,0,0,11520
Female,60,Greater than 45,Other,0,0,0,0,(M1),Battery,0,0,81120
Male,35,25 - 45,African-American,0,0,0,1,(F2),Aggravated Battery / Pregnant,1,1,10200
Male,50,Greater than 45,Caucasian,0,0,0,1,(F3),Grand Theft in the 3rd Degree,0,1,63480
Female,38,25 - 45,African-American,0,0,0,0,(M2),Procure For Prostitution,0,0,60840
Female,24,Less than 25,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0,66960
Male,49,Greater than 45,Caucasian,0,0,0,2,(M1),DUI Property Damage/Injury,0,2,26460
Male,38,25 - 45,African-American,0,0,0,9,(F3),arrest case no charge,0,9,78060
Male,61,Greater than 45,Other,0,0,0,0,(M1),DUI Level 0.15 Or Minor In Veh,0,0,63120
Female,30,25 - 45,African-American,0,0,0,0,(M1),Battery,0,0,21180
Male,22,Less than 25,African-American,0,0,0,3,(F3),Battery on a Person Over 65,1,3,5160
Male,30,25 - 45,Hispanic,0,0,0,1,(M1),Battery,0,1,83400
Male,31,25 - 45,African-American,0,0,0,0,(F3),Burglary Conveyance Unoccup,0,0,6840
Male,25,25 - 45,African-American,0,0,0,0,(F3),Poss Counterfeit Payment Inst,1,0,73380
Male,28,25 - 45,Hispanic,0,0,0,0,(F3),Corrupt Public Servant,0,0,17280
Female,30,25 - 45,Hispanic,0,0,0,3,(M1),Battery,1,3,540
Male,52,Greater than 45,Caucasian,0,0,0,0,(M1),Driving Under The Influence,0,0,75000
Female,24,Less than 25,Caucasian,0,0,1,3,(F3),arrest case no charge,0,3,85980
Male,26,25 - 45,Caucasian,0,0,0,0,(F2),Aggravated Battery / Pregnant,0,0,71820
Male,26,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,17100
Female,31,25 - 45,African-American,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,0,0,47340
Female,24,Less than 25,African-American,0,1,0,3,(F3),Possession Of Heroin,0,3,1020
Male,43,25 - 45,African-American,0,0,0,21,(F3),Pos Cannabis W/Intent Sel/Del,0,21,7680
Male,29,25 - 45,African-American,0,1,0,6,(F2),Felon in Pos of Firearm or Amm,0,6,9420
Male,45,Greater than 45,Caucasian,0,0,0,9,(F3),Felony Petit Theft,1,9,78660
Male,50,Greater than 45,African-American,0,0,0,8,(M1),Resist/Obstruct W/O Violence,0,8,3360
Male,20,Less than 25,African-American,0,0,0,0,(F3),arrest case no charge,1,0,75180
Male,29,25 - 45,African-American,0,0,0,4,(F3),arrest case no charge,1,4,7020
Male,29,25 - 45,African-American,0,0,0,4,(F3),arrest case no charge,1,4,7020
Male,43,25 - 45,Caucasian,0,0,0,1,(F3),arrest case no charge,1,1,2520
Male,37,25 - 45,African-American,3,0,0,17,(F3),Tampering With Physical Evidence,0,17,11460
Male,26,25 - 45,Caucasian,0,0,0,2,(F3),D.U.I. Serious Bodily Injury,0,2,53940
Female,46,Greater than 45,African-American,0,0,0,4,(F3),arrest case no charge,0,4,66240
Female,46,Greater than 45,African-American,0,0,0,0,(F3),Felony Driving While Lic Suspd,0,0,4200
Male,39,25 - 45,Caucasian,0,0,0,8,(F3),Aggravated Assault W/dead Weap,0,8,22980
Male,36,25 - 45,Hispanic,0,0,0,0,(F3),Felony Battery (Dom Strang),0,0,12720
Male,29,25 - 45,African-American,0,0,0,12,(F3),Possession of Cocaine,1,12,83700
Male,29,25 - 45,African-American,0,0,0,12,(F3),Possession of Cocaine,1,12,83700
Male,41,25 - 45,Caucasian,0,0,0,0,(M2),DUI Property Damage/Injury,0,0,72600
Male,29,25 - 45,African-American,0,0,1,11,(F3),arrest case no charge,1,11,13320
Male,27,25 - 45,African-American,0,0,0,4,(M2),Petit Theft,0,4,28140
Female,25,25 - 45,African-American,0,0,0,5,(F3),Poss Anti-Shoplifting Device,0,5,73440
Male,41,25 - 45,Caucasian,0,0,0,3,(F3),arrest case no charge,0,3,39480
Male,23,Less than 25,African-American,1,0,0,2,(F2),Deliver Cocaine,0,2,23220
Female,46,Greater than 45,African-American,0,0,0,1,(F3),arrest case no charge,1,1,30120
Male,45,Greater than 45,African-American,0,0,0,3,(F3),Possession of Cocaine,0,3,74580
Male,30,25 - 45,Caucasian,0,0,0,0,(M1),DUI Property Damage/Injury,0,0,2640
Male,34,25 - 45,Caucasian,0,0,0,1,(F2),arrest case no charge,0,1,71340
Male,70,Greater than 45,Caucasian,0,0,0,11,(F3),Possession of Cocaine,1,11,86220
Male,53,Greater than 45,African-American,0,0,0,3,(M1),Battery,0,3,84420
Male,52,Greater than 45,Caucasian,0,0,0,2,(F3),arrest case no charge,0,2,75540
Male,36,25 - 45,Caucasian,0,0,0,1,(M1),Battery,0,1,49380
Male,23,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,15000
Male,51,Greater than 45,Hispanic,0,0,0,0,(M2),DUI - Enhanced,0,0,16500
Male,25,25 - 45,Other,0,0,0,0,(M1),Battery,0,0,74820
Male,51,Greater than 45,African-American,0,0,0,4,(M2),Susp Drivers Lic 1st Offense,1,4,73260
Male,28,25 - 45,African-American,0,0,0,2,(F3),Poss Pyrrolidinovalerophenone,0,2,4140
Female,45,Greater than 45,Native American,0,0,0,15,(F3),Driving While License Revoked,1,15,3900
Male,55,Greater than 45,African-American,0,0,0,21,(F3),Felony Battery w/Prior Convict,1,21,4920
Female,49,Greater than 45,Caucasian,0,0,0,1,(F3),arrest case no charge,0,1,16260
Female,26,25 - 45,African-American,0,0,0,9,(M2),Driving License Suspended,1,9,78480
Male,25,25 - 45,Caucasian,0,0,0,0,(M1),DUI - Enhanced,0,0,11580
Female,47,Greater than 45,Caucasian,0,0,0,0,(F3),Battery on Law Enforc Officer,0,0,13260
Female,24,Less than 25,African-American,0,0,0,3,(F3),Possession Of Clonazepam,0,3,16200
Male,27,25 - 45,African-American,0,0,0,0,(M1),Battery,0,0,2280
Male,25,25 - 45,Caucasian,0,2,0,5,(M1),DUI Level 0.15 Or Minor In Veh,1,5,8040
Male,31,25 - 45,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,0,0,83760
Male,21,Less than 25,African-American,0,1,0,1,(F3),arrest case no charge,1,1,12780
Male,37,25 - 45,African-American,0,0,1,26,(F3),Driving While License Revoked,1,26,74580
Male,21,Less than 25,African-American,0,0,0,1,(F3),Possession of Cocaine,1,1,10140
Male,21,Less than 25,African-American,0,0,0,0,(F3),Burglary Structure Unoccup,0,0,12780
Male,26,25 - 45,African-American,0,0,0,0,(M1),Battery,0,0,72780
Male,31,25 - 45,Caucasian,0,0,0,0,(M1),Driving Under The Influence,0,0,81360
Male,25,25 - 45,African-American,0,0,0,4,(F3),Possession of Cocaine,1,4,22440
Male,54,Greater than 45,African-American,0,0,0,5,(F3),arrest case no charge,0,5,74160
Female,27,25 - 45,African-American,0,0,0,3,(F2),Neglect Child / Bodily Harm,1,3,60
Male,30,25 - 45,Caucasian,0,0,0,3,(F3),Crimin Mischief Damage $1000+,1,3,30720
Male,30,25 - 45,Caucasian,0,0,0,3,(F3),Crimin Mischief Damage $1000+,1,3,30720
Male,28,25 - 45,Caucasian,0,0,0,2,(F3),Grand Theft (Motor Vehicle),0,2,3120
Male,70,Greater than 45,Caucasian,0,0,0,0,(M1),DUI Property Damage/Injury,0,0,51660
Male,37,25 - 45,Caucasian,0,0,0,11,(F3),Deliver Cannabis,1,11,74340
Male,46,Greater than 45,African-American,0,0,0,5,(F3),Agg Fleeing and Eluding,1,5,5100
Male,40,25 - 45,Other,0,0,0,4,(M1),Battery,1,4,21840
Male,20,Less than 25,African-American,1,0,0,1,(F3),Grand Theft in the 3rd Degree,1,1,83640
Male,43,25 - 45,African-American,0,0,0,18,(F3),arrest case no charge,1,18,20400
Male,38,25 - 45,African-American,0,0,0,15,(F3),Aggravated Assault w/Firearm,0,15,35580
Male,29,25 - 45,African-American,0,0,0,0,(F3),Crim Use of Personal ID Info,0,0,20880
Male,37,25 - 45,African-American,0,0,0,8,(M1),Opert With Susp DL 2nd Offens,1,8,11220
Male,38,25 - 45,Hispanic,0,0,0,3,(F3),Possession of Cocaine,0,3,20760
Female,27,25 - 45,Caucasian,0,0,0,0,(F3),Possession of Cannabis,0,0,49800
Female,20,Less than 25,Other,0,0,0,0,(M2),Aggravated Assault W/Dead Weap,1,0,77340
Male,44,25 - 45,Hispanic,0,0,0,0,(M1),Driving Under The Influence,0,0,17640
Male,42,25 - 45,Caucasian,0,0,0,0,(F3),Possession of Hydrocodone,0,0,70980
Male,31,25 - 45,Caucasian,0,0,0,6,(M1),Battery,0,6,18060
Male,29,25 - 45,African-American,0,0,0,3,(F3),arrest case no charge,1,3,3600
Male,48,Greater than 45,Caucasian,0,0,0,13,(F3),Child Abuse,1,13,480
Female,30,25 - 45,African-American,0,0,0,0,(M1),Battery,0,0,81540
Female,25,25 - 45,Caucasian,0,0,0,2,(F3),arrest case no charge,1,2,65940
Male,24,Less than 25,Other,0,0,0,0,(F3),Fleeing Or Attmp Eluding A Leo,0,0,1800
Male,40,25 - 45,African-American,0,0,0,3,(F3),Driving While License Revoked,0,3,6600
Female,49,Greater than 45,Caucasian,0,0,0,3,(F3),Resist Officer w/Violence,1,3,9660
Male,33,25 - 45,Caucasian,0,0,0,1,(M2),Susp Drivers Lic 1st Offense,0,1,23880
Female,64,Greater than 45,Caucasian,0,0,0,0,(F3),Aggravated Assault W/Dead Weap,0,0,80820
Male,49,Greater than 45,Caucasian,0,0,0,4,(F3),Grand Theft in the 3rd Degree,0,4,80460
Male,26,25 - 45,Caucasian,0,0,0,5,(F3),Threat Public Servant,1,5,10080
Male,31,25 - 45,Hispanic,0,1,0,1,(M1),Possess Cannabis/20 Grams Or Less,0,1,31980
Male,33,25 - 45,Caucasian,0,0,0,1,(F3),Leaving the Scene of Accident,0,1,77160
Male,61,Greater than 45,Caucasian,0,0,0,1,(M1),DUI Property Damage/Injury,0,1,75000
Female,42,25 - 45,Caucasian,0,0,0,11,(F3),False Ownership Info/Pawn Item,0,11,14220
Male,30,25 - 45,Caucasian,0,0,0,2,(F3),Use Of 2 Way Device To Fac Fel,0,2,85860
Male,62,Greater than 45,Caucasian,0,0,0,0,(M2),Assault,0,0,3660
Female,27,25 - 45,Caucasian,0,0,0,4,(M2),Leave Acc/Attend Veh/More $50,1,4,58380
Female,32,25 - 45,Caucasian,0,0,0,18,(F3),Grand Theft in the 3rd Degree,0,18,31260
Male,48,Greater than 45,Caucasian,0,0,0,9,(F3),Grand Theft (Motor Vehicle),0,9,4140
Female,40,25 - 45,Caucasian,0,0,0,0,(F3),Possession of Cocaine,0,0,41040
Male,24,Less than 25,Caucasian,0,0,0,0,(F3),Possession Of Methamphetamine,0,0,86220
Female,38,25 - 45,Hispanic,0,0,0,1,(F3),Burglary Conveyance Unoccup,0,1,84060
Male,22,Less than 25,African-American,0,0,0,0,(F3),Grand Theft in the 3rd Degree,1,0,1440
Male,30,25 - 45,African-American,0,0,0,4,(M1),Battery,1,4,84840
Male,63,Greater than 45,Caucasian,0,0,0,0,(M1),DUI Property Damage/Injury,0,0,22020
Male,33,25 - 45,African-American,0,0,0,4,(F3),Possession of Cocaine,0,4,8940
Male,29,25 - 45,Caucasian,0,0,0,0,(M1),Battery,0,0,86040
Female,21,Less than 25,African-American,1,0,0,1,(F3),Robbery Sudd Snatch No Weapon,1,1,85980
Female,21,Less than 25,African-American,1,0,0,1,(F3),Robbery Sudd Snatch No Weapon,1,1,85980
Male,43,25 - 45,Caucasian,0,0,0,0,(M1),Driving Under The Influence,1,0,6780
Male,22,Less than 25,Caucasian,0,0,0,0,(F3),Possession of Cannabis,0,0,82980
Male,26,25 - 45,African-American,0,0,0,3,(F3),Pos Cannabis W/Intent Sel/Del,1,3,73320
Male,51,Greater than 45,African-American,0,0,0,1,(F3),Neglect Child / No Bodily Harm,0,1,20820
